id,language,key,lvSource,current,ownerStatus,newValue,crowdinLock,lockEnforced,crowdinProtection,reasonCategory,ownerReason,sourceManifestStatus,jsonUiMatch,currentEqualsLvSource
"176","es","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"177","pt","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"178","pt","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"179","pt","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"180","pt","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","OWNER_REVIEW_REQUIRED","true","true"
"181","hu","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"182","hu","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"183","hu","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"184","hu","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"185","hu","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","OWNER_REVIEW_REQUIRED","true","true"
"186","is","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"187","is","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"188","is","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"189","is","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"190","is","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"191","is","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"192","is","verb.infinitiv","Infinitiv","Infinitiv","LABOT","Nafnháttur","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Mērķvalodā terminam ir sava lokalizēta forma; identiskā vācu forma nav OWNER lock.","NELABOT_CANDIDATE","true","true"

