sample_id,sample_type,review_track,language,audit_id,finding_stable_id,card_object_id,field_path,flat_key,lv_source_value,de_reference_value,crowdin_target_value,luna_category,luna_severity,luna_reason,canonical_review_bucket,audit_status,audit_rationale,linked_to_staging
FLAG-is-missing-DISC-G2-A1-IS-L0016,FLAGGED,TARGET_LANGUAGE,is,DISC-G2-A1-IS-L0016,g2/a1/is|Ärztin|idx:46|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,Ärztin|idx:46,lv,a1.card.aerztin.native,ārste,Ärztin,Naisarst,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-is-grammar_ortho-DISC-G2-A1-IS-L0015,FLAGGED,TARGET_LANGUAGE,is,DISC-G2-A1-IS-L0015,g2/a1/is|Post|idx:480|lv|ORTHOGRAPHY|gpt-5.6-luna,Post|idx:480,lv,a1.card.post.native,pasts,Post,Post,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-is-other-DISC-G2-A1-IS-L0011,FLAGGED,TARGET_LANGUAGE,is,DISC-G2-A1-IS-L0011,g2/a1/is|Taxi|idx:591|lv|PROJECT_CONVENTION|gpt-5.6-luna,Taxi|idx:591,lv,a1.card.taxi.native,taksometrs,Taxi,Taxi,,MEDIUM,lv,OTHER_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Other bucket (OTHER_REVIEW_REQUIRED) flagged with resolvable staging context.,true
FLAG-it-wrong_or_mixed-DISC-G2-A1-IT-L0004,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0004,g2/a1/it|Großeltern|idx:251|lv|WRONG_LANGUAGE|gpt-5.6-luna,Großeltern|idx:251,lv,a1.card.a1-grosseltern-study.native,vecvecāki,Großeltern,nonni,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-it-wrong_or_mixed-DISC-G2-A1-IT-L0016,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0016,g2/a1/it|Kamera|idx:332|lv|TARGET_LANGUAGE_LEAK|gpt-5.6-luna,Kamera|idx:332,lv,a1.card.kamera.native,kamera,Kamera,Telecamera,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-it-semantic-DISC-G2-A1-IT-L0004,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0004,g2/a1/it|süß|idx:585|lv|MISTRANSLATION|gpt-5.6-luna,süß|idx:585,lv,a1.card.suess.native,salds,süß,Insalate,,CRITICAL,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-it-semantic-DISC-G2-A1-IT-L0006,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0006,g2/a1/it|alle|idx:7|lv|MEANING_ERROR|gpt-5.6-luna,alle|idx:7,lv,a1.card.alle.native,visi,alle,Visita,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-it-multi-G2A1P3-IT-0003,FLAGGED,TARGET_LANGUAGE,it,G2A1P3-IT-0003,g2/a1/it|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-an,a1.card.a1-an.native,a1.card.a1-an.native,pie,an,Dal • Al • Presente,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-it-missing-DISC-G2-A1-IT-L0001,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0001,g2/a1/it|baden|idx:68|study.examples[].lv|UNTRANSLATED_CONTENT|gpt-5.6-luna,baden|idx:68,study.examples[].lv,a1.card.a1-baden.study.examples[0].native,es eju peldēties.,es eju peldēties.,- E' proprio questo.,,HIGH,study.examples[].lv,MISSING_OR_UNTRANSLATED,FALSE_POSITIVE,Finding claims missing/untranslated but staging contains a non-empty target value.,true
FLAG-it-grammar_ortho-DISC-G2-A1-IT-L0007,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0007,g2/a1/it|sechs|idx:532|lv|SPELLING_ERROR|gpt-5.6-luna,sechs|idx:532,lv,a1.card.sechs.native,seši,sechs,Sesi,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-it-other-DISC-G2-A1-IT-L0017,FLAGGED,TARGET_LANGUAGE,it,DISC-G2-A1-IT-L0017,g2/a1/it|schneien|idx:518|lv|SOURCE_CONTAMINATION|gpt-5.6-luna,schneien|idx:518,lv,a1.card.schneien.native,snigt,schneien,(panoramlx ride) Quant'è grosso!,,HIGH,lv,CONTENT_CORRUPTION_OR_UNRELATED,LIKELY_REAL_ERROR,Other bucket (CONTENT_CORRUPTION_OR_UNRELATED) flagged with resolvable staging context.,true
FLAG-lb-wrong_or_mixed-DISC-G2-A1-LB-L0003,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0003,g2/a1/lb|Kilogramm|idx:312|lv|WRONG_LANGUAGE|gpt-5.6-luna,Kilogramm|idx:312,lv,a1.card.kilogramm.native,kilograms,Kilogramm,Kilogramm,,MEDIUM,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Target value equals LV or DE reference (loanword/international form); likely not a wrong-language defect.,true
FLAG-lb-wrong_or_mixed-DISC-G2-A1-LB-L0015,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0015,g2/a1/lb|Huhn|idx:326|lv|WRONG_LANGUAGE|gpt-5.6-luna,Huhn|idx:326,lv,a1.card.huhn.native,vista,Huhn,Ik ben heel benieuwd naar jouw mening,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-lb-semantic-DISC-G2-A1-LB-L0002,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0002,g2/a1/lb|Wetter|idx:658|lv; study.translation; study.examples[].lv|MISTRANSLATION|gpt-5.6-luna,Wetter|idx:658,lv; study.translation; study.examples[].lv,a1.card.a1-wetter.native,laiks (laikapstākļi),Wetter,Spuerkeess (Wëllapstākṅi),,HIGH,lv; study.translation; study.examples[].lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-lb-semantic-DISC-G2-A1-LB-L0005,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0005,g2/a1/lb|aber|idx:21|study.translation|TRANSLATION_ERROR|gpt-5.6-luna,aber|idx:21,study.translation,a1.card.a1-aber.study.translation,bet,bet,CAA -,,HIGH,study.translation,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-lb-multi-G2A1P3-LB-0086,FLAGGED,TARGET_LANGUAGE,lb,G2A1P3-LB-0086,g2/a1/lb|a1-machen|a1.card.a1-machen.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-machen,a1.card.a1-machen.native,a1.card.a1-machen.native,darīt • taisīt,machen,Darīt • Taisīt,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-lb-missing-DISC-G2-A1-LB-L0022,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0022,g2/a1/lb|Kartoffel|idx:334|lv|MISSING_TRANSLATION|gpt-5.6-luna,Kartoffel|idx:334,lv,a1.card.kartoffel.native,kartupelis,Kartoffel,CAA -,,HIGH,lv,MISSING_OR_UNTRANSLATED,FALSE_POSITIVE,Finding claims missing/untranslated but staging contains a non-empty target value.,true
FLAG-lb-grammar_ortho-DISC-G2-A1-LB-L0021,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0021,g2/a1/lb|schmecken|idx:515|lv|ORTHOGRAPHY|gpt-5.6-luna,schmecken|idx:515,lv,a1.card.schmecken.native,garšot,schmecken,Garschot,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-lb-other-DISC-G2-A1-LB-L0003,FLAGGED,TARGET_LANGUAGE,lb,DISC-G2-A1-LB-L0003,g2/a1/lb|Sie|idx:550|study|CONTENT_CORRUPTION|gpt-5.6-luna,Sie|idx:550,study,a1.card.a1-sie-study-2.study.examples[0].native,"Jūs gatavojat, lūdzu.","Jūs gatavojat, lūdzu.","Просмотреть онлайн, онлайн, записи",,CRITICAL,study,CONTENT_CORRUPTION_OR_UNRELATED,LIKELY_REAL_ERROR,Other bucket (CONTENT_CORRUPTION_OR_UNRELATED) flagged with resolvable staging context.,true
FLAG-lt-wrong_or_mixed-DISC-G2-A1-LT-L0002,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0002,g2/a1/lt|mit|idx:408|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,mit|idx:408,lv,a1.card.a1-mit.native,ar,mit,su,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Very short token/abbreviation may be acceptable unchanged across languages.,true
FLAG-lt-wrong_or_mixed-DISC-G2-A1-LT-L0002,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0002,g2/a1/lt|gleich|idx:243|lv/study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,gleich|idx:243,lv/study,a1.card.a1-gleich.native,tūlīt,gleich,tuoj • vienodas,,HIGH,lv/study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-lt-semantic-DISC-G2-A1-LT-L0001,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0001,g2/a1/lt|ein|idx:154|study.comparison|SEMANTIC_MISMATCH|gpt-5.6-luna,ein|idx:154,study.comparison,a1.card.a1-ein.study.comparison[0].example,Ein Mann wartet draußen.,Ein Mann wartet draußen.,Ich gehe baden.,,MEDIUM,study.comparison,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-lt-semantic-DISC-G2-A1-LT-L0002,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0002,g2/a1/lt|ganz|idx:219|study.translation|SEMANTIC_ERROR|gpt-5.6-luna,ganz|idx:219,study.translation,a1.card.a1-ganz-study.study.translation,vesels,vesels,sveikas,,HIGH,study.translation,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-lt-multi-G2A1P3-LT-0071,FLAGGED,TARGET_LANGUAGE,lt,G2A1P3-LT-0071,g2/a1/lt|a1-koennen|a1.card.a1-koennen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-koennen,a1.card.a1-koennen.study.translation,a1.card.a1-koennen.study.translation,varēt • prast,varēt • prast,galėti • mokėti,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-lt-missing-DISC-G2-A1-LT-L0015,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0015,g2/a1/lt|ich|idx:291|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,ich|idx:291,lv,a1.card.ich.native,es,ich,aš,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-lt-grammar_ortho-DISC-G2-A1-LT-L0001,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0001,g2/a1/lt|halb|idx:262|lv|PART_OF_SPEECH|gpt-5.6-luna,halb|idx:262,lv,a1.card.halb.native,pus,halb,pusė,,MEDIUM,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-lt-other-DISC-G2-A1-LT-L0002,FLAGGED,TARGET_LANGUAGE,lt,DISC-G2-A1-LT-L0002,g2/a1/lt|Urlaub|idx:695|study.examples[3].lv|UNNATURAL_TRANSLATION|gpt-5.6-luna,Urlaub|idx:695,study.examples[3].lv,a1.card.a1-urlaub.study.examples[3].native,mēs pavadām atvaļinājumu Spānijā.,mēs pavadām atvaļinājumu Spānijā.,mes leidžiame atostogas Ispanijoje.,,MEDIUM,study.examples[3].lv,STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-mk-wrong_or_mixed-DISC-G2-A1-MK-L0004,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0004,g2/a1/mk|unter|idx:615|lv; study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,unter|idx:615,lv; study,a1.card.a1-unter.native,zem,unter,Под,,CRITICAL,lv; study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-mk-wrong_or_mixed-DISC-G2-A1-MK-L0003,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0003,g2/a1/mk|Liter|idx:382|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Liter|idx:382,lv,a1.card.a1-liter.native,litrs,Liter,Литър,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-mk-semantic-DISC-G2-A1-MK-L0015,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0015,g2/a1/mk|Teller|idx:595|lv|TRANSLATION_ERROR|gpt-5.6-luna,Teller|idx:595,lv,a1.card.teller.native,šķīvis,Teller,Плоча,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-mk-semantic-DISC-G2-A1-MK-L0001,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0001,g2/a1/mk|Vorname|idx:637|lv|MEANING_ERROR|gpt-5.6-luna,Vorname|idx:637,lv,a1.card.vorname.native,vārds,Vorname,Слово,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-mk-multi-G2A1P3-MK-0141,FLAGGED,TARGET_LANGUAGE,mk,G2A1P3-MK-0141,g2/a1/mk|a1-zu|a1.card.a1-zu.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-zu,a1.card.a1-zu.native,a1.card.a1-zu.native,uz • pie,zu,К • В,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-mk-missing-DISC-G2-A1-MK-L0025,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0025,g2/a1/mk|Hauptstadt|idx:272|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Hauptstadt|idx:272,lv,a1.card.hauptstadt.native,galvaspilsēta,Hauptstadt,Капитал,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-mk-grammar_ortho-DISC-G2-A1-MK-L0003,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0003,g2/a1/mk|neunhundert|idx:441|lv|FORM|gpt-5.6-luna,neunhundert|idx:441,lv,a1.card.neunhundert.native,deviņsimt,neunhundert,Деветстотин,,MEDIUM,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-mk-other-DISC-G2-A1-MK-L0007,FLAGGED,TARGET_LANGUAGE,mk,DISC-G2-A1-MK-L0007,g2/a1/mk|gern|idx:232|lv|STYLE_ONLY|gpt-5.6-luna,gern|idx:232,lv,a1.card.gern.native,labprāt,gern,С желание,,LOW,lv,STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-nb-wrong_or_mixed-DISC-G2-A1-NB-L0010,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0010,g2/a1/nb|Hilfe|idx:283|lv|WRONG_LANGUAGE|gpt-5.6-luna,Hilfe|idx:283,lv,a1.card.hilfe.native,palīdzība,Hilfe,Abi,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Very short token/abbreviation may be acceptable unchanged across languages.,true
FLAG-nb-wrong_or_mixed-DISC-G2-A1-NB-L0003,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0003,"g2/a1/nb|sagen|idx:505|lv, study|TARGET_LANGUAGE_ERROR|gpt-5.6-luna",sagen|idx:505,"lv, study",a1.card.a1-sagen-study.native,teikt,sagen,Ütlema,,HIGH,"lv, study",WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-nb-semantic-DISC-G2-A1-NB-L0018,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0018,g2/a1/nb|achten|idx:22|lv|MEANING_ERROR|gpt-5.6-luna,achten|idx:22,lv,a1.card.achten.native,ievērot,achten,Järgima,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nb-semantic-DISC-G2-A1-NB-L0006,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0006,g2/a1/nb|zu viel|idx:676|lv|TRANSLATION_ERROR|gpt-5.6-luna,zu viel|idx:676,lv,a1.card.zu-viel.native,par daudz,zu viel,For mange,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nb-multi-G2A1P3-NB-0084,FLAGGED,TARGET_LANGUAGE,nb,G2A1P3-NB-0084,g2/a1/nb|a1-machen|a1.card.a1-machen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-machen,a1.card.a1-machen.study.translation,a1.card.a1-machen.study.translation,darīt • taisīt,darīt • taisīt,Tegema • Forbered,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-nb-missing-DISC-G2-A1-NB-L0005,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0005,"g2/a1/nb|gut|idx:259|lv, study|MISTRANSLATION|gpt-5.6-luna",gut|idx:259,"lv, study",a1.card.a1-gut-study.native,labs,gut,Hei,,HIGH,"lv, study",SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nb-grammar_ortho-DISC-G2-A1-NB-L0018,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0018,g2/a1/nb|Familie|idx:174|lv|TYPO|gpt-5.6-luna,Familie|idx:174,lv,a1.card.familie.native,ģimene,Familie,Perecond,,HIGH,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-nb-other-DISC-G2-A1-NB-L0011,FLAGGED,TARGET_LANGUAGE,nb,DISC-G2-A1-NB-L0011,g2/a1/nb|hinter|idx:284|lv|WRONG_LANGUAGE|gpt-5.6-luna,hinter|idx:284,lv,a1.card.hinter.native,aiz,hinter,Ta,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Very short token/abbreviation may be acceptable unchanged across languages.,true
FLAG-nl-wrong_or_mixed-DISC-G2-A1-NL-L0002,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0002,g2/a1/nl|ganz|idx:219|study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,ganz|idx:219,study,a1.card.a1-ganz-study.study.comparison[0].example,der ganze Tag – visa diena,der ganze Tag – visa diena,der ganze Tag – de hele dag,,HIGH,study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-nl-wrong_or_mixed-DISC-G2-A1-NL-L0001,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0001,g2/a1/nl|Apfel|idx:0|lv|WRONG_LANGUAGE|gpt-5.6-luna,Apfel|idx:0,lv,a1.card.apfel.native,ābols,Apfel,Een appel,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-nl-semantic-DISC-G2-A1-NL-L0009,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0009,g2/a1/nl|Getränk|idx:239|lv|MISTRANSLATION|gpt-5.6-luna,Getränk|idx:239,lv,a1.card.getraenk.native,dzēriens,Getränk,Een drankje,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nl-semantic-DISC-G2-A1-NL-L0011,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0011,g2/a1/nl|dreimal|idx:145|lv|TRANSLATION_ERROR|gpt-5.6-luna,dreimal|idx:145,lv,a1.card.dreimal.native,trīsreiz,dreimal,Drie keer,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nl-multi-G2A1P3-NL-0093,FLAGGED,TARGET_LANGUAGE,nl,G2A1P3-NL-0093,g2/a1/nl|a1-natuerlich|a1.card.a1-natuerlich.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-natuerlich,a1.card.a1-natuerlich.study.translation,a1.card.a1-natuerlich.study.translation,protams • dabisks,protams • dabisks,Protams • Dabisks,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-nl-missing-DISC-G2-A1-NL-L0001,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0001,"g2/a1/nl|lassen|idx:356|study.explanation, study.comparison[].example, study.important|UNTRANSLATED_TEXT|gpt-5.6-luna",lassen|idx:356,"study.explanation, study.comparison[].example, study.important",a1.card.a1-lassen.study.comparison[0].example,Ich lasse das hier.,Ich lasse das hier.,Ik laat dat hier.,,HIGH,"study.explanation, study.comparison[].example, study.important",MISSING_OR_UNTRANSLATED,FALSE_POSITIVE,Finding claims missing/untranslated but staging contains a non-empty target value.,true
FLAG-nl-grammar_ortho-DISC-G2-A1-NL-L0010,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0010,g2/a1/nl|Giraffe|idx:240|lv|GRAMMAR_OR_SPELLING|gpt-5.6-luna,Giraffe|idx:240,lv,a1.card.giraffe.native,žirafe,Giraffe,Giraffe,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-nl-other-DISC-G2-A1-NL-L0002,FLAGGED,TARGET_LANGUAGE,nl,DISC-G2-A1-NL-L0002,g2/a1/nl|Sie|idx:550|study.explanation|CLARITY|gpt-5.6-luna,Sie|idx:550,study.explanation,a1.card.a1-sie-study-2.study.explanation[0],Galvenā doma: Pieklājības uzruna — vienmēr ar lielo S. Latviski: jūs. Bieži ar darbības vārdu daudzskaitlī.,Galvenā doma: Pieklājības uzruna — vienmēr ar lielo S. Latviski: jūs. Bieži ar darbības vārdu daudzskaitlī.,Hoofdidee: Beleefd adres — altijd met hoofdletter S. Nederlands: u. Vaak met werkwoord in meervoud.,,MEDIUM,study.explanation,STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-nn-wrong_or_mixed-DISC-G2-A1-NN-L0003,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0003,g2/a1/nn|Knoblauch|idx:339|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,Knoblauch|idx:339,lv,a1.card.knoblauch.native,ķiploks,Knoblauch,Küüslauk,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-nn-wrong_or_mixed-DISC-G2-A1-NN-L0019,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0019,g2/a1/nn|Butterbrot|idx:112|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Butterbrot|idx:112,lv,a1.card.butterbrot.native,sviestmaize,Butterbrot,Voileib,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
