finding_stable_ids,escalation_batch_id,decision_target_key,non_owner_identity_hash,unresolved_category,owner_status_before,owner_decision_before,owner_note_before_prefix,owner_status_after,owner_decision_after,owner_note_after_prefix,decision_rule,decision_provenance
"g2/a1/nb|Regenschirm|idx:494|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","01a07e4a41337b839b8cd98b485d424cc92f21077958f112927b818c18a08463","8ec52dd8212ca704ea16d577031548c25e1ab62e2bafad073961999dce32d65c","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Rose|idx:502|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","4b036582f28c39dc7fdeb9f5e253daef3b80a93c7bf3f6bb87930f071aca30aa","1f4ae9cea1e85d6aab4000b56cfee89b98df127f3a022032c99dc46dfa2da29f","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Sache|idx:503|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","eebeeb8a92134391dcd7124c168c7fd12487bf5e008af4a4d1b8170e3efc1e55","349ce138023ae187b0a63d50a153fe6cc8e674f32337a41c6bb7b9a136f738fe","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Samstag|idx:566|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-048","7ad5d238560d1d40c738f8e877846a49648dabe57d62db7c81250c5dc1bea098","1bc46501ada27d748340ee2e6fe8718796cc33121340359051a659e965834bac","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Sauna|idx:67|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","bd1b8dd051d9ce3b7705275b2a42361f562c6daa249aa4c0a6da2b3e6ecfc099","1d4174823b86f27cf8054cab6abb44c1275db9f6962958c62f6f2fd69e4bf156","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schaf|idx:509|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","f7db2b04f142899c8956a60c75cdddf5aaa0de71e33fd71901b58a9e4e5a9f74","e54469134838e898b0792a5c97b8e9f534897e25934aee9a88b4e5d35d92c79a","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schlüssel|idx:514|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","ae637eaae43360f44a303d41df03a0bf80a14ab01663781624337d36f6e23536","9e165568059aa9e941e8608d4588cca1d0bd55309ba50a70218a034d34c45b1b","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schnee|idx:517|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","9b830606df082a93c6c7c852bef2eedbfc409fd297b2244e8cc5ccb7ba3d00c4","dc614a701aae12433a7757eb131db967faa497694f31aa13816ad73e4c1b4af4","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schokolade|idx:520|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-048","a53027bdae64c1bd203fd5b5a557fc42d9ee93bcf00fa96441908583fa1d7c3b","41bead0ccefe6d7aebb2b53bf7bdd73e48b2647208e76394b9fae26e1e760730","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schule|idx:526|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-048","786321f815e0192fc76f22d7319ce3043a6fe4bf4ce225ce71737ef0e5e08d4c","d9ec1a2b901c2aa051171ddcf5b956d60680a0cd1ec2ea1b3c290916230bc42b","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schwester|idx:530|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-048","1fd0acada2b92f4f36a556031d0611953c0e864e81b2a403dd0ccfb09eaddbe0","08074285831604b7e1afad9ec2761837aebe0eb58e561408840adddd37e7dc6a","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schwimmbad|idx:66|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-048","642c9b90ae2c037bb8d18a0d3676a1521c581c685214d8466136b524454895c2","9964cbafdf7bd014f353b442d5f26168e76be0c50a092383bdd638309dc855f1","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Schüler|idx:527|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-048","21f5d3033a7e082dfc498bb1fef1f16a9f62e11da039f88bb5391535d8dfbcb7","e9544b6fd4a5e06ffc4979434d946a51416bdcc37fcb3af7e55ddc4e79ea9be6","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|September|idx:546|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","0cb6cbfb3794d6d12fae55e99e85043db066b1a5ae569c6927f44a701ddffe05","6fda6cd65e51606fcb64c2b63cc078d30c8a080cdf2ef6f7575bfbb5f93e968e","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Socke|idx:560|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","28f03a7009b57f85a9f31b9c8d423de7c01624c7277e95a7a5e25b9349e5dc7e","0d3f872a1e2117911cfc8b61dde03f647cf4fb1722d29226ce627cbcaac27c9a","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Sofa|idx:561|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","94a539fbeae3eca524a02d3e736a44247790a3295e29fefc3d8da0699d67ca16","3e22a3d25e3020bbfadc2d892ad725e6f20f46e018d495008a18ff1edadf5cab","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Sommer|idx:565|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","3ee84501eac48987011543ee5600dd75ff154e45e21cf9b43374b01b93d0c4ed","84a9f1c0fd3bde9d25b796e63f4c5a5547d760a0990c78d6b260d61a04e7c925","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Sonntag|idx:568|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","875d8018488a6e01a531e8d5fb966f43970e93d2d20665b48cb574946c0fe7d1","674b59aa6e6f6358bd31e7cbbedb4e0a5147271070d1d0efae23dc5ca28969a2","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Spielzeug|idx:573|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","cd4dd4f833352f18abdb2c85f9fae450e9ffa33eb18c177396da8808fd7a8e6c","5a2fa90856af3af52186eced38f78912dabda88e226bf2d18dc96f1b95b211ed","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Staat|idx:697|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","c61df70a01d4cfcbb63eb151edd1b8e2d5484ae8e26e446171e7024ae8f9a3e6","a67bf6968aae980fbd4e4f552775a9cbe67fa98b0adfe88a342bd6a61c746fd8","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Stern|idx:577|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","45d54062dd69d3d898f02dabebd4ab7a7355eb8b5857cd0776a3c43c480087f7","42af5c6afaa7f899ae0fd9814284fa52aa53f3be7dbc979c0c6816eb20ce7412","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Straßenbahn|idx:579|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","31a91e8bdc86f392ec5668520412a620a0215c4ddfda0c3a8477782c383acc2d","7e36f8bb609695cabdbda93ff575e8cf1006d6ef2682ac670b42c49a82d220a7","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Straße|idx:578|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","284144373efc73cb348edd827337a83c7859df2b5f0b28380cec0b8791b00305","62829a4faf5ca47a417fe66bf51dcf4392c52d6d76dbfac407f92af78a921f55","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Student|idx:581|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","884ce8e86b3ca447fb4e566da2ab1f4ff8e7c5016976a1dc5dc4ccc027404173","7e9375ecb4b8eee643586a2b6f46ff6973957307a63388264aa64714b4fc02d1","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Stück|idx:580|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-049","1b06b8c646a5ae1331504dad4b8c989aadf3e993bda666c3dd33cf7d06411f7b","82ec33bb01cba2bac8135e713eafc0a4b360186905aa711e7892d3bb47e171bc","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Telefon|idx:593|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","85298a8537963e4e22d214d269df3a8ebfcc7e9db5157a83b422c42f1aaa419f","0ba43e60ca39cfa2af7bbb47b80e6dd1138cdfb227e43b30ad88447d46947d96","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Teller|idx:595|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","3fc5a28c8053b185196c83c30b37e2da9764b9bd37390df054aca227c4c21720","26901ad890aff0d8d03f99a366a31ae072b1ad8de2845f688f2c4333e883b904","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Text|idx:597|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","1d8b9eb4c864e89b221d6b186c0da9106e7110695fa502b0a0a48e56c051e3d5","2dcf241db6b91cd84c513ce88c951fda83b5427b815c671643d13dc9a8da8991","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Tisch|idx:599|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","e66125d53d08110d84592efabf176ff15544ade510e474ae97b22cdebcf88df8","6d1955ec4ffde5f05674f41fe5c28bd23d2b9fe1acc670daa812f9c622040c81","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Toilette|idx:601|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","9ff5952370af6854afd8b4fb72f30686e2600db560dd4cd4e3d01ee1214bf87b","3265f2fbc733fa2c71ae36896d0adf4e9d3a7ed3bc4fd086aa30c1a12e7b9c41","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Tomate|idx:602|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","d97c41f54bb6ba9546b10039dee77b21fe342f94238483f8735299292185926e","20933614d22261c9aea4a634a8598d2f66efe889db2a49f77f9889de481f94c3","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Treppe|idx:603|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-049","3791e553a9a97bf9e1faaff7848606de0e25412a700009d16e70f915cdcdc9a8","5aa9ad164367411745a51ff39b5a39319a87c67ed69daffd01797252fac7bc2a","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Tür|idx:606|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-049","8cf79c86fbe724f7e6b5ddc7c24d76eead8fa32d2096053f214f326bb2352507","30417d15a9f9c668ce74f944b5d1dca5145f654b6f3c853bae325fba52857a42","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|U-Bahn|idx:607|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-049","2ec2951debb91f61a75d7b569996742580e534d671077c43df7a0ed37dccfa18","1b5d75ab0b280f6aacc2a65ad4c1b5cffbd2b9f6656666d23e6960f56da2da9f","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Vase|idx:616|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-049","52f370c22b74c99ede32c8ce2e5300076001e31ec3a4094762adc17347e41d9c","0243a263296e3b3a14020e4e795db993fc19fd45ee3d70a8d5334b33cd9bae53","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Vater|idx:617|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-049","49e66afd6120f3e4ae26e66b76c61427025d44f3807a0a4a2c3d9252e2cea991","0a80993c5e0386abfa8e1f1685f2bf36a81b1f041dc3d09bbbe8fc117b58007b","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Vogel|idx:632|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-049","0d4043a048cc0ed2f224bb39df5650516329efe17cea415915cd32dc1568fc03","40253433b2b218c7ebd1c0039c960363d7349cd34eab1809cfe2df68997fac59","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Wasser|idx:2|lv|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","ESC-049","55daa84af7ca49500e529e6785a88e8312a9c18968c54642eafb58d226cc6eaa","9c609f0230f9c2e6c0d609d30c852862eff0d97b24cba774874e15f301c68d82","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|Zwiebel|idx:683|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-050","d0bf878c02d2e645b959ccbb6e83d193dcd6d58db724473fdb9a605c990c1dae","c4a38c281a5ffadd3ca6a78f478edf30e5c4ab2b1ce25827a11fe4d299658b93","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-aber|a1.card.a1-aber.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","d77209568531202da81eb17830e0cddf9fd5bdec85fb87f8161927760c1f8b93","e30552ea54f5cb29a3463d04d986300a2a08c7654bcc9638aa2ec8f339898995","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-ab|a1.card.a1-ab.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","887049d3fa96bc2f5e489239bf02e83e8998baa4d39ce82f7f7a57627c954ff0","185bc745188b4fcadfbe5209d0e75228ed91b8c91b52d4307d099f7394935823","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-also|a1.card.a1-also.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","3e75f8bbb2078d62edfd02678355ed1a1e7620606095425b4decf58fa1262d9e","02b8693aa553c08a9d8de5098bd3bb97c2726f5f21d6609ac7aa7c3fe8ba32ec","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","01882170e06982d3aa8cd2e4264b93be7971b5874781c2598862593ededff541","2dee902e027c7408e76be52ce2af606318f3748207a2cab204e72c90e29d119c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-an|a1.card.a1-an.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","7189263ca50ea87e65402e2d41c6e163d9aa29196d576eb03d82e210f5aeebc6","435a576f21f167713a94930135d588ddb14b22ca037dec13722dc938f7ed8e0f","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/nb|a1-aufs|a1.card.a1-aufs.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-044","a7806a8c892f81a4f4e7e756441c29717f869c7519a9a9e9fc5b4db0b74b8224","9dd7c22960467fbd4afb2219b4562a5df5856932d5644c6d829037bd584b83c5","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
